context_length,method,num_samples,mean_nll,perplexity,mean_candidate_ratio,mean_topk_recall_vs_full,mean_decode_ms_per_token,mean_candidate_search_ms_per_token,mean_selected_attention_ms_per_token,mean_cache_update_ms_per_token,mean_prepack_ms,mean_prefix_ms_shared,mean_candidate_search_ops_proxy
32768,bit2_cuda_popc_g32_b4096,1024,2.5795594513279063,13.191325458449596,0.12451613965504102,,624.1371938449447,31.601406396979428,157.86436107502232,14.58871361319325,0.0,7842.671748250723,30980403360.0
32768,bit2_cuda_popc_g32_b8192,1024,2.4904906749135027,12.067195738247058,0.24903227931008204,,646.0172120569041,31.53156313402792,155.3754171761757,14.589162656193366,0.0,7842.671748250723,31011983040.0
32768,fier_triton_g32_b4096,1024,2.475861422672545,11.891946694665833,0.12451613965504102,,638.5154895579035,62.08429672698185,152.75138360178607,14.581778894353192,0.0,7842.671748250723,24632150400.0
32768,fier_triton_g32_b8192,1024,2.471618565723418,11.841597753202896,0.24903227931008204,,677.9947757167974,62.13124191930615,156.25679845286504,14.591601808206178,0.0,7842.671748250723,24663730080.0
32768,full_attention,1024,2.471446568170055,11.839561202507321,1.0,1.0,366.10978893804713,4.650347202628382,263.3906612035935,14.595929700590204,0.0,7842.671748250723,0.0
32768,quest_p16_b4096,1024,2.5713651222497127,13.083673068597262,0.12442914870884883,,888.7819505434891,575.0769592261709,157.8342482044245,14.591947779990733,0.0,7842.671748250723,0.0
32768,quest_p16_b8192,1024,2.5028533267989204,12.217304236127864,0.24891882744811722,,915.8775892101403,601.4410254861002,159.11299070922541,14.592236639145995,0.0,7842.671748250723,0.0
65536,bit2_cuda_popc_g32_b4096,512,3.5054253634617663,33.29560357387396,0.06237872163468904,,715.6446101944312,60.042051726882164,169.20031773670053,29.028934390225913,0.0,22022.28724770248,61839995040.0
65536,bit2_cuda_popc_g32_b8192,512,2.9721483961289756,19.533840976378784,0.12475744326937808,,752.6296750438632,60.04846214566169,171.77086924346804,29.019871733908076,0.0,22022.28724770248,61903032000.0
65536,fier_triton_g32_b4096,512,2.8012029378912606,16.46444056277051,0.06237872163468904,,829.5851322473027,177.67607786063036,168.5709673290694,29.023663031694014,0.0,22022.28724770248,49168828800.0
65536,fier_triton_g32_b8192,512,2.7993566441316764,16.434070413639976,0.12475744326937808,,867.7129800344119,177.6935103309561,171.4740492811543,29.024383111391217,0.0,22022.28724770248,49231865760.0
65536,full_attention,512,2.8030194897510152,16.49437625453093,1.0,1.0,659.399907439365,4.96896579784061,499.4071993493708,29.07693867018679,0.0,22022.28724770248,0.0
65536,quest_p16_b4096,512,2.8875784090594045,17.94978988077566,0.062337716722508325,,1111.4900025131647,726.0490987573185,172.80873911809613,29.030534722551238,0.0,22022.28724770248,0.0
65536,quest_p16_b8192,512,2.83896513404365,17.098062175957466,0.12470355977930611,,1133.4459840509226,748.8489151483154,173.80932754502282,29.024533498159144,0.0,22022.28724770248,0.0
